pv,demand
1.713,3.988
1.439,3.979
0.942,3.952
0.466,4.023
0.067,4.132
0,4.18
0,4.073
0,3.846
0,3.623
0,3.372
0,3.283
0,3.084
0,2.981
0,2.833
0,2.758
0,2.661
0,2.658
0,2.773
0,3.035
0.179,3.299
0.574,3.479
1.345,3.555
2.085,3.622
2.543,3.717
2.623,3.741
2.224,3.7
1.498,3.606
0.659,3.627
0.067,3.754
0,3.832
0,3.749
0,3.554
0,3.367
0,3.166
0,3.133
0,2.932
0,2.796
0,2.657
0,2.611
0,2.521
0,2.556
0,2.647
0,2.761
0.17,2.972
0.561,3.15
1.211,3.318
1.951,3.476
2.417,3.521
2.538,3.369
2.291,3.246
1.61,3.199
0.713,3.244
0.063,3.427
0,3.606
0,3.614
0,3.533
0,3.349
0,3.193
0,3.205
0,2.997
0,2.893
0,2.79
0,2.772
0,2.734
0,2.852
0,3.227
0,3.907
0.143,4.395
0.538,4.578
1.13,4.576
1.771,4.446
2.305,4.333
2.587,4.133
2.368,4.136
1.556,4.162
0.601,4.247
0.045,4.415
0,4.447
0,4.329
0,4.108
0,3.84
0,3.556
0,3.392
0,3.122
0,2.98
0,2.818
0,2.779
0,2.741
0,2.864
0,3.219
0,3.827
0.126,4.274
0.359,4.462
0.682,4.503
1.085,4.484
1.345,4.432
1.453,4.33
1.327,4.288
0.942,4.287
0.471,4.38
0.036,4.52
0,4.571
0,4.488
0,4.292
0,4.03
0,3.731
0,3.611
0,3.37
0,3.248
0,3.125
0,3.072
0,3.046
0,3.138
0,3.465
0,4.123
0.135,4.605
0.619,4.737
1.399,4.659
2.256,4.592
2.852,4.54
2.991,4.402
2.632,4.372
1.825,4.364
0.762,4.522
0.031,4.72
0,4.796
0,4.727
0,4.487
0,4.191
0,3.885
0,3.719
0,3.457
0,3.315
0,3.164
0,3.1
0,3.03
0,3.1
0,3.464
0,4.08
0.117,4.583
0.345,4.809
0.61,4.776
1.031,4.77
1.448,4.754
1.646,4.659
1.538,4.638
0.964,4.566
0.422,4.541
0.027,4.596
0,4.576
0,4.444
0,4.23
0,3.884
0,3.552
0,3.424
0,3.157
0,3.034
0,2.865
0,2.806
0,2.757
0,2.824
0,3.18
0,3.77
0.117,4.283
0.314,4.49
0.538,4.564
0.839,4.649
1.018,4.661
1.04,4.586
0.821,4.446
0.538,4.345
0.341,4.369
0.027,4.434
0,4.407
0,4.278
0,4.049
0,3.741
0,3.436
0,3.342
0,3.128
0,2.972
0,2.822
0,2.729
0,2.64
0,2.658
0,2.783
0,2.998
0.112,3.24
0.309,3.469
0.511,3.72
0.726,3.894
0.843,4.052
0.951,4.015
0.901,3.887
0.704,3.789
0.399,3.766
0.022,3.835
0,3.947
0,3.822
0,3.633
0,3.475
0,3.285
0,3.257
0,3.056
0,2.931
0,2.774
0,2.731
0,2.655
0,2.65
0,2.754
0,2.9
0.117,3.127
0.565,3.368
1.341,3.573
2.265,3.692
2.924,3.759
3.094,3.664
2.668,3.515
1.807,3.424
0.753,3.468
0.022,3.652
0,3.861
0,3.906
0,3.838
0,3.679
0,3.483
0,3.509
0,3.335
0,3.234
0,3.092
0,3.057
0,3.042
0,3.16
0,3.6
0,4.296
0.108,4.77
0.556,4.988
1.242,5
1.883,4.982
2.166,4.955
2.072,4.938
1.646,4.903
0.982,4.829
0.435,4.814
0.022,4.886
0,4.943
0,4.812
0,4.564
0,4.255
0,3.943
0,3.787
0,3.532
0,3.371
0,3.181
0,3.111
0,3.071
0,3.148
0,3.53
0,4.171
0.099,4.642
0.435,4.843
0.928,4.866
1.444,4.873
1.771,4.877
1.816,4.764
1.57,4.723
1.022,4.649
0.466,4.631
0.022,4.713
0,4.743
0,4.615
0,4.378
0,4.034
0,3.726
0,3.585
0,3.317
0,3.169
0,3.005
0,2.942
0,2.884
0,2.98
0,3.363
0,3.998
0.09,4.497
0.381,4.772
0.798,4.867
1.323,4.892
1.664,4.874
1.682,4.798
1.444,4.753
0.96,4.642
0.448,4.611
0.022,4.677
0,4.688
0,4.563
0,4.344
0,4.024
0,3.698
0,3.553
0,3.303
0,3.12
0,2.981
0,2.906
0,2.889
0,2.99
0,3.366
0,3.992
0.09,4.515
0.457,4.751
1.067,4.771
1.762,4.734
2.256,4.679
2.408,4.5
2.175,4.44
1.538,4.393
0.664,4.456
0.018,4.643
0,4.698
0,4.554
0,4.297
0,4.016
0,3.725
0,3.616
0,3.357
0,3.217
0,3.053
0,2.98
0,2.906
0,2.899
0,2.978
0,3.117
0.085,3.357
0.462,3.574
1.13,3.776
1.906,3.859
2.422,3.875
2.448,3.792
1.987,3.665
1.242,3.606
0.511,3.661
0.018,3.812
0,3.902
0,3.788
0,3.617
0,3.426
0,3.218
0,3.18
0,2.943
0,2.79
0,2.65
0,2.58
0,2.508
0,2.552
0,2.705
0,2.945
0.085,3.225
0.336,3.505
0.641,3.725
1.211,3.845
1.83,3.878
2.224,3.769
2.094,3.656
1.435,3.603
0.61,3.672
0.022,3.796
0,3.857
0,3.721
0,3.547
0,3.341
0,3.15
0,3.116
0,2.902
0,2.729
0,2.575
0,2.504
0,2.438
0,2.444
0,2.526
0,2.639
0.085,2.852
0.381,3.068
0.901,3.306
1.744,3.428
2.48,3.515
2.771,3.352
2.475,3.216
1.74,3.128
0.7,3.204
0.022,3.375
0,3.503
0,3.505
0,3.418
0,3.249
0,3.061
0,3.071
0,2.879
0,2.754
0,2.637
0,2.591
0,2.555
0,2.691
0,3.098
0,3.77
0.067,4.36
0.318,4.573
0.565,4.542
0.928,4.481
1.377,4.533
1.637,4.523
1.489,4.593
0.865,4.53
0.417,4.525
0.018,4.555
0,4.541
0,4.397
0,4.168
0,3.83
0,3.5
0,3.339
0,3.058
0,2.886
0,2.734
0,2.674
0,2.658
0,2.736
0,3.124
0,3.793
0.058,4.308
0.422,4.509
0.96,4.461
1.529,4.392
1.852,4.338
1.87,4.247
1.462,4.305
0.883,4.328
0.413,4.398
0.018,4.481
0,4.471
0,4.323
0,4.075
0,3.787
0,3.46
0,3.311
0,3.051
0,2.884
0,2.732
0,2.684
0,2.63
0,2.722
0,3.053
0,3.673
0.054,4.177
0.3,4.451
0.484,4.511
0.749,4.533
0.928,4.556
0.933,4.504
0.776,4.52
0.547,4.462
0.345,4.447
0.018,4.475
0,4.453
0,4.323
0,4.086
0,3.789
0,3.467
0,3.323
0,3.04
0,2.871
0,2.702
0,2.626
0,2.617
0,2.698
0,3.107
0,3.734
0.063,4.259
0.404,4.477
0.857,4.515
1.435,4.482
1.834,4.458
1.883,4.327
1.574,4.298
1.067,4.322
0.534,4.365
0.022,4.444
0,4.467
0,4.339
0,4.088
0,3.79
0,3.471
0,3.337
0,3.074
0,2.957
0,2.805
0,2.738
0,2.69
0,2.762
0,3.114
0,3.731
0.063,4.235
0.422,4.499
0.919,4.501
1.538,4.481
1.978,4.375
2.143,4.243
1.919,4.181
1.336,4.129
0.614,4.141
0.022,4.266
0,4.311
0,4.18
0,3.943
0,3.647
0,3.364
0,3.264
0,3.024
0,2.88
0,2.706
0,2.624
0,2.556
0,2.569
0,2.733
0,2.925
0.063,3.188
0.471,3.419
1.117,3.567
1.987,3.563
2.628,3.541
2.807,3.357
2.471,3.26
1.713,3.26
0.744,3.41
0.022,3.612
0,3.721
0,3.633
0,3.463
0,3.282
0,3.096
0,3.08
0,2.869
0,2.717
0,2.559
0,2.505
0,2.442
0,2.452
0,2.551
0,2.674
0.058,2.89
0.48,3.057
1.206,3.112
2.224,3.104
3.103,3.089
3.413,2.94
2.991,2.883
1.991,2.902
0.789,3.06
0.022,3.258
0,3.425
0,3.456
0,3.371
0,3.214
0,3.017
0,3.034
0,2.854
0,2.698
0,2.594
0,2.565
0,2.554
0,2.632
0,3.048
0,3.744
0.054,4.307
0.471,4.539
1.148,4.362
2.009,4.174
2.726,4.01
3.031,3.897
2.749,3.891
1.919,3.981
0.798,4.154
0.022,4.312
0,4.377
0,4.277
0,4.072
0,3.782
0,3.454
0,3.316
0,3.06
0,2.899
0,2.762
0,2.694
0,2.644
0,2.76
0,3.155
0,3.826
0.054,4.371
0.48,4.52
1.188,4.339
2.063,4.137
2.771,3.994
3.058,3.845
2.762,3.856
1.919,3.959
0.803,4.134
0.022,4.315
0,4.37
0,4.286
0,4.058
0,3.787
0,3.464
0,3.325
0,3.042
0,2.903
0,2.748
0,2.707
0,2.663
0,2.745
0,3.115
0,3.712
0.04,4.232
0.327,4.438
0.561,4.473
0.91,4.476
1.157,4.455
1.229,4.358
1.188,4.258
0.969,4.193
0.52,4.204
0.027,4.303
0,4.353
0,4.237
0,4.019
0,3.718
0,3.392
0,3.259
0,3.018
0,2.827
0,2.682
0,2.609
0,2.575
0,2.629
0,2.97
0,3.557
0.049,4.051
0.435,4.246
1.013,4.23
1.686,4.196
1.973,4.205
1.722,4.201
1.251,4.189
0.74,4.118
0.43,4.103
0.027,4.176
0,4.164
0,4.013
0,3.779
0,3.49
0,3.174
0,3.085
0,2.86
0,2.69
0,2.551
0,2.483
0,2.431
0,2.524
0,2.845
0,3.31
0.049,3.747
0.341,3.916
0.632,3.919
1.036,3.898
1.354,3.884
1.498,3.813
1.368,3.808
0.978,3.782
0.493,3.744
0.031,3.832
0,3.873
0,3.747
0,3.503
0,3.254
0,2.984
0,2.922
0,2.707
0,2.528
0,2.344
0,2.277
0,2.213
0,2.238
0,2.397
0,2.577
0.045,2.851
0.39,3.073
0.753,3.221
1.229,3.297
1.623,3.42
1.7,3.397
1.439,3.326
1.072,3.254
0.583,3.268
0.036,3.411
0,3.47
0,3.341
0,3.139
0,2.948
0,2.73
0,2.671
0,2.445
0,2.301
0,2.118
0,2.063
0,2.009
0,2.03
0,2.129
0,2.265
0.045,2.49
0.386,2.704
0.825,2.858
1.511,2.931
2.054,2.977
2.211,2.92
1.816,2.867
1.202,2.81
0.574,2.836
0.045,2.931
0,2.965
0,2.828
0,2.644
0,2.512
0,2.404
0,2.453
0,2.286
0,2.168
0,2.023
0,1.959
0,1.881
0,1.904
0,2.014
0,2.139
0.045,2.346
0.39,2.547
0.906,2.704
1.659,2.768
2.269,2.768
2.462,2.665
2.09,2.518
1.372,2.5
0.637,2.563
0.054,2.698
0,2.822
0,2.845
0,2.739
0,2.622
0,2.47
0,2.462
0,2.268
0,2.151
0,2.018
0,1.978
0,1.939
0,1.982
0,2.115
0,2.247
0.045,2.459
0.444,2.674
1.103,2.798
1.987,2.849
2.668,2.854
2.803,2.739
2.314,2.702
1.48,2.693
0.664,2.725
0.067,2.849
0,2.969
0,2.969
0,2.868
0,2.707
0,2.541
0,2.523
0,2.346
0,2.229
0,2.103
0,2.038
0,2.003
0,2.067
0,2.296
0,2.622
0.031,2.983
0.444,3.227
1.188,3.239
2.179,3.111
2.901,3.037
3.148,2.962
2.821,2.921
1.951,2.982
0.812,3.185
0.058,3.373
0,3.53
0,3.482
0,3.292
0,3.034
0,2.776
0,2.729
0,2.519
0,2.388
0,2.255
0,2.223
0,2.161
0,2.205
0,2.449
0,2.794
0.04,3.126
0.413,3.344
1,3.344
1.771,3.254
2.466,3.175
2.785,3.108
2.552,3.129
1.83,3.172
0.807,3.316
0.072,3.489
0,3.626
0,3.544
0,3.329
0,3.067
0,2.841
0,2.78
0,2.556
0,2.382
0,2.258
0,2.163
0,2.127
0,2.19
0,2.448
0,2.781
0.04,3.1
0.439,3.292
1.094,3.345
1.933,3.314
2.673,3.194
3.058,3.084
2.789,3.06
1.955,3.11
0.825,3.187
0.081,3.354
0,3.509
0,3.444
0,3.255
0,3.009
0,2.775
0,2.742
0,2.521
0,2.379
0,2.259
0,2.19
0,2.117
0,2.145
0,2.313
0,2.484
0.04,2.73
0.422,2.959
1.085,3.087
2.121,3.034
3.009,2.956
3.381,2.801
3.045,2.717
2.157,2.751
0.955,2.929
0.09,3.164
0,3.334
0,3.274
0,3.128
0,2.945
0,2.729
0,2.692
0,2.475
0,2.313
0,2.177
0,2.148
0,2.101
0,2.127
0,2.237
0,2.367
0.04,2.592
0.404,2.777
0.955,2.896
1.744,2.947
2.444,2.927
2.74,2.912
2.453,2.933
1.673,2.947
0.722,2.994
0.094,3.129
0,3.23
0,3.177
0,3.013
0,2.818
0,2.639
0,2.656
0,2.507
